pc11_s_id,pc11_d_id,pc11_sd_id,year,post_ror_data_entry_block_any,post_ror_dist_softw_available_block_any,post_ror_aadhaar_link_block_any,post_mutation_computerized_block_any,post_digital_ror_issued_block_any,block_id,mean_night,count_night,sum_night,sd_name,frac_12,per_aggriculture,per_treecover,per_greencover,per_built
20,347,2522,2006,0,0,0,0,0,2244,0,911,0,Gidhaur,0.909085929393768,90.9085929393768,4.00465154647827,72.1485443115234,23.8468112945557
20,347,2522,2007,0,0,0,0,0,2244,0,911,0,Gidhaur,0.851635098457336,85.1635098457336,4.92939329147339,72.0568618774414,23.0137481689453
20,347,2522,2008,0,0,0,0,0,2244,0,911,0,Gidhaur,0.774147689342499,77.4147689342499,4.56433296203613,69.4020156860352,26.0336513519287
20,347,2522,2009,0,0,0,0,0,2244,0,911,0,Gidhaur,0.769995987415314,76.9995987415314,4.16504383087158,72.2757339477539,23.5592212677002
20,347,2522,2010,0,0,0,0,0,2244,0,911,0,Gidhaur,0.820211172103882,82.0211172103882,2.52587985992432,72.86669921875,24.6074256896973
20,347,2522,2011,0,0,0,0,0,2244,0,911,0,Gidhaur,0.864478588104248,86.4478588104248,2.78144574165344,69.2138519287109,28.0047073364258
20,347,2522,2012,0,0,0,0,0,2244,0,911,0,Gidhaur,0.875082910060883,87.5082910060883,3.4913170337677,75.2672882080078,21.2413997650147
20,347,2522,2013,0,0,0,0,0,2244,0,911,0,Gidhaur,0.858137547969818,85.8137547969818,3.27039813995361,66.888542175293,29.841064453125
20,347,2522,2014,0,0,0,0,0,2244,0,911,0,Gidhaur,0.857156157493591,85.7156157493591,4.89056873321533,75.6039123535156,19.505521774292
20,347,2522,2015,0,0,0,0,0,2244,0,911,0,Gidhaur,0.880254745483398,88.0254745483398,3.8116192817688,75.5447692871094,20.643611907959
20,347,2522,2016,0,0,0,0,0,2244,0,911,0,Gidhaur,0.905463397502899,90.5463397502899,2.56102776527405,75.7503967285156,21.6885776519775
20,347,2522,2017,0,0,0,0,0,2244,0.0010985448776563,911,1.00077438354492,Gidhaur,0.89600533246994,89.600533246994,4.70028305053711,76.6541748046875,18.645544052124
20,347,2522,2018,1,1,0,1,0,2244,0.0261690451729834,911,23.8400001525879,Gidhaur,0.865739107131958,86.5739107131958,2.90023684501648,74.5086898803711,22.5910720825195
20,347,2522,2019,1,1,0,1,0,2244,0.0223216235833947,911,20.3349990844727,Gidhaur,0.89561665058136,89.561665058136,6.29047441482544,78.3682479858399,15.3412809371948
20,347,2522,2020,1,1,0,1,0,2244,0.0287156968687289,911,26.1599998474121,Gidhaur,0.869760155677795,86.9760155677795,6.03607416152954,74.6157836914063,19.34814453125
20,347,2522,2021,1,1,0,1,0,2244,0.0300329315152047,911,27.3600006103516,Gidhaur,0.860986649990082,86.0986649990082,6.80140972137451,75.6794662475586,17.5191249847412
20,347,2523,2000,0,0,0,0,0,2245,0.0082166739389406,705,5.79275512695313,Pathalgora,,,10.8277521133423,66.3988647460938,22.773380279541
20,347,2523,2001,0,0,0,0,0,2245,0.0082166739389406,705,5.79275512695313,Pathalgora,0.328342914581299,32.8342914581299,7.58238840103149,69.2377014160156,23.1799163818359
